"Date,""VOC, ppm"",""AQS"",""Temperature, °C"",""Humidity, %"",""Pressure, mbar"",""PM1, ug/m3"",""PM2.5, ug/m3"",""PM10, ug/m3"",""Latitude"",""Longitude"""
"2025-04-28 01:35:00,""0.356"",""78"",""11"",""77.0"",""988.29"","""","""","""","""","""""
"2025-04-28 01:34:00,""0.36"",""78"",""11"",""77.0"",""988.29"","""","""","""","""","""""
"2025-04-28 01:33:00,""0.364"",""78"",""11"",""77.0"",""988.32"",""4.0"",""5.0"",""6.0"","""","""""
"2025-04-28 01:32:00,""0.366"",""78"",""11"",""76.0"",""988.32"",""2.0"",""4.0"",""6.0"","""","""""
"2025-04-28 01:31:00,""0.361"",""78"",""11"",""76.0"",""988.35"","""","""","""","""","""""
"2025-04-28 01:30:00,""0.357"",""78"",""11"",""76.0"",""988.34"","""","""","""","""","""""
"2025-04-28 01:29:00,""0.354"",""78"",""11"",""76.0"",""988.33"","""","""","""","""","""""
"2025-04-28 01:28:00,""0.35"",""79"",""11"",""77.0"",""988.36"","""","""","""","""","""""
"2025-04-28 01:27:00,""0.349"",""79"",""11"",""77.0"",""988.33"","""","""","""","""","""""
"2025-04-28 01:26:00,""0.349"",""79"",""11"",""77.0"",""988.35"","""","""","""","""","""""
"2025-04-28 01:25:00,""0.349"",""79"",""11"",""77.0"",""988.37"","""","""","""","""","""""
"2025-04-28 01:24:00,""0.35"",""79"",""11"",""77.0"",""988.38"","""","""","""","""","""""
"2025-04-28 01:23:00,""0.352"",""78"",""11"",""78.0"",""988.39"","""","""","""","""","""""
"2025-04-28 01:22:00,""0.355"",""78"",""11"",""74.0"",""988.38"","""","""","""","""","""""
"2025-04-28 01:21:00,""0.358"",""78"",""12"",""74.0"",""988.39"","""","""","""","""","""""
"2025-04-28 01:20:00,""0.36"",""78"",""12"",""73.0"",""988.38"","""","""","""","""","""""
"2025-04-28 01:19:00,""0.363"",""78"",""12"",""74.0"",""988.40"","""","""","""","""","""""
"2025-04-28 01:18:00,""0.367"",""77"",""11"",""75.0"",""988.41"","""","""","""","""","""""
"2025-04-28 01:17:00,""0.372"",""77"",""11"",""78.0"",""988.42"",""4.0"",""6.0"",""7.0"","""","""""
"2025-04-28 01:16:00,""0.376"",""77"",""11"",""77.0"",""988.43"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 01:15:00,""0.376"",""77"",""11"",""76.0"",""988.43"","""","""","""","""","""""
"2025-04-28 01:14:00,""0.377"",""77"",""11"",""77.0"",""988.46"","""","""","""","""","""""
"2025-04-28 01:13:00,""0.379"",""77"",""11"",""75.0"",""988.44"","""","""","""","""","""""
"2025-04-28 01:12:00,""0.38"",""77"",""12"",""72.0"",""988.43"","""","""","""","""","""""
"2025-04-28 01:11:00,""0.381"",""77"",""12"",""73.0"",""988.45"","""","""","""","""","""""
"2025-04-28 01:10:00,""0.382"",""77"",""12"",""73.0"",""988.44"","""","""","""","""","""""
"2025-04-28 01:09:00,""0.383"",""77"",""12"",""73.0"",""988.43"","""","""","""","""","""""
"2025-04-28 01:08:00,""0.384"",""76"",""12"",""73.0"",""988.43"","""","""","""","""","""""
"2025-04-28 01:07:00,""0.386"",""76"",""12"",""73.0"",""988.43"","""","""","""","""","""""
"2025-04-28 01:06:00,""0.388"",""76"",""12"",""73.0"",""988.44"","""","""","""","""","""""
"2025-04-28 01:05:00,""0.39"",""76"",""12"",""73.0"",""988.46"","""","""","""","""","""""
"2025-04-28 01:04:00,""0.392"",""76"",""12"",""73.0"",""988.47"","""","""","""","""","""""
"2025-04-28 01:03:00,""0.396"",""76"",""12"",""73.0"",""988.47"","""","""","""","""","""""
"2025-04-28 01:02:00,""0.401"",""75"",""12"",""74.0"",""988.50"","""","""","""","""","""""
"2025-04-28 01:01:00,""0.407"",""75"",""11"",""76.0"",""988.51"",""4.0"",""5.0"",""6.0"","""","""""
"2025-04-28 01:00:00,""0.412"",""75"",""11"",""73.0"",""988.52"",""3.0"",""5.0"",""6.0"","""","""""
"2025-04-28 00:59:00,""0.411"",""75"",""12"",""73.0"",""988.52"","""","""","""","""","""""
"2025-04-28 00:58:00,""0.413"",""75"",""12"",""73.0"",""988.51"","""","""","""","""","""""
"2025-04-28 00:57:00,""0.417"",""74"",""12"",""74.0"",""988.50"","""","""","""","""","""""
"2025-04-28 00:56:00,""0.421"",""74"",""12"",""74.0"",""988.50"","""","""","""","""","""""
"2025-04-28 00:55:00,""0.423"",""74"",""12"",""73.0"",""988.49"","""","""","""","""","""""
"2025-04-28 00:54:00,""0.426"",""74"",""12"",""74.0"",""988.49"","""","""","""","""","""""
"2025-04-28 00:53:00,""0.43"",""74"",""12"",""73.0"",""988.51"","""","""","""","""","""""
"2025-04-28 00:52:00,""0.434"",""73"",""12"",""74.0"",""988.52"","""","""","""","""","""""
"2025-04-28 00:51:00,""0.439"",""73"",""12"",""74.0"",""988.53"","""","""","""","""","""""
"2025-04-28 00:50:00,""0.445"",""73"",""12"",""74.0"",""988.53"","""","""","""","""","""""
"2025-04-28 00:49:00,""0.451"",""72"",""12"",""74.0"",""988.54"","""","""","""","""","""""
"2025-04-28 00:48:00,""0.457"",""72"",""12"",""74.0"",""988.55"","""","""","""","""","""""
"2025-04-28 00:47:00,""0.465"",""72"",""12"",""75.0"",""988.55"","""","""","""","""","""""
"2025-04-28 00:46:00,""0.474"",""71"",""12"",""75.0"",""988.59"","""","""","""","""","""""
"2025-04-28 00:45:00,""0.484"",""70"",""12"",""74.0"",""988.58"",""3.0"",""5.0"",""5.0"","""","""""
"2025-04-28 00:44:00,""0.493"",""70"",""12"",""73.0"",""988.59"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-28 00:43:00,""0.498"",""70"",""12"",""73.0"",""988.56"","""","""","""","""","""""
"2025-04-28 00:42:00,""0.5"",""70"",""12"",""73.0"",""988.55"","""","""","""","""","""""
"2025-04-28 00:41:00,""0.503"",""69"",""12"",""73.0"",""988.55"","""","""","""","""","""""
"2025-04-28 00:40:00,""0.51"",""69"",""12"",""73.0"",""988.58"","""","""","""","""","""""
"2025-04-28 00:39:00,""0.519"",""69"",""12"",""73.0"",""988.60"","""","""","""","""","""""
"2025-04-28 00:38:00,""0.529"",""69"",""12"",""74.0"",""988.59"","""","""","""","""","""""
"2025-04-28 00:37:00,""0.54"",""69"",""12"",""74.0"",""988.59"","""","""","""","""","""""
"2025-04-28 00:36:00,""0.551"",""69"",""12"",""74.0"",""988.62"","""","""","""","""","""""
"2025-04-28 00:35:00,""0.562"",""68"",""12"",""74.0"",""988.60"","""","""","""","""","""""
"2025-04-28 00:34:00,""0.573"",""68"",""12"",""75.0"",""988.60"","""","""","""","""","""""
"2025-04-28 00:33:00,""0.576"",""68"",""12"",""74.0"",""988.58"","""","""","""","""","""""
"2025-04-28 00:32:00,""0.578"",""68"",""12"",""74.0"",""988.58"","""","""","""","""","""""
"2025-04-28 00:31:00,""0.587"",""68"",""12"",""74.0"",""988.61"","""","""","""","""","""""
"2025-04-28 00:30:00,""0.6"",""68"",""12"",""74.0"",""988.62"","""","""","""","""","""""
"2025-04-28 00:29:00,""0.614"",""68"",""12"",""74.0"",""988.63"",""4.0"",""5.0"",""6.0"","""","""""
"2025-04-28 00:28:00,""0.627"",""67"",""12"",""73.0"",""988.66"",""2.0"",""4.0"",""6.0"","""","""""
"2025-04-28 00:27:00,""0.624"",""67"",""12"",""73.0"",""988.64"","""","""","""","""","""""
"2025-04-28 00:26:00,""0.615"",""68"",""12"",""73.0"",""988.65"","""","""","""","""","""""
"2025-04-28 00:25:00,""0.605"",""68"",""12"",""73.0"",""988.63"","""","""","""","""","""""
"2025-04-28 00:24:00,""0.594"",""68"",""12"",""73.0"",""988.63"","""","""","""","""","""""
"2025-04-28 00:23:00,""0.581"",""68"",""12"",""73.0"",""988.64"","""","""","""","""","""""
"2025-04-28 00:22:00,""0.569"",""68"",""12"",""73.0"",""988.64"","""","""","""","""","""""
"2025-04-28 00:21:00,""0.557"",""69"",""12"",""73.0"",""988.66"","""","""","""","""","""""
"2025-04-28 00:20:00,""0.547"",""69"",""12"",""73.0"",""988.64"","""","""","""","""","""""
"2025-04-28 00:19:00,""0.538"",""69"",""12"",""73.0"",""988.63"","""","""","""","""","""""
"2025-04-28 00:18:00,""0.531"",""69"",""12"",""69.0"",""988.65"","""","""","""","""","""""
"2025-04-28 00:17:00,""0.526"",""69"",""13"",""70.0"",""988.66"","""","""","""","""","""""
"2025-04-28 00:16:00,""0.526"",""69"",""13"",""70.0"",""988.67"","""","""","""","""","""""
"2025-04-28 00:15:00,""0.532"",""69"",""13"",""70.0"",""988.68"","""","""","""","""","""""
"2025-04-28 00:14:00,""0.542"",""69"",""12"",""71.0"",""988.68"","""","""","""","""","""""
"2025-04-28 00:13:00,""0.554"",""69"",""12"",""75.0"",""988.69"",""3.0"",""5.0"",""6.0"","""","""""
"2025-04-28 00:12:00,""0.566"",""68"",""12"",""74.0"",""988.66"",""3.0"",""5.0"",""7.0"","""","""""
"2025-04-28 00:11:00,""0.569"",""68"",""12"",""74.0"",""988.68"","""","""","""","""","""""
"2025-04-28 00:10:00,""0.574"",""68"",""12"",""74.0"",""988.69"","""","""","""","""","""""
"2025-04-28 00:09:00,""0.583"",""68"",""12"",""74.0"",""988.69"","""","""","""","""","""""
"2025-04-28 00:08:00,""0.589"",""68"",""13"",""70.0"",""988.68"","""","""","""","""","""""
"2025-04-28 00:07:00,""0.593"",""68"",""13"",""70.0"",""988.70"","""","""","""","""","""""
"2025-04-28 00:06:00,""0.593"",""68"",""13"",""69.0"",""988.70"","""","""","""","""","""""
"2025-04-28 00:05:00,""0.591"",""68"",""13"",""69.0"",""988.74"","""","""","""","""","""""
"2025-04-28 00:04:00,""0.595"",""68"",""13"",""69.0"",""988.73"","""","""","""","""","""""
"2025-04-28 00:03:00,""0.601"",""68"",""13"",""70.0"",""988.74"","""","""","""","""","""""
"2025-04-28 00:02:00,""0.605"",""68"",""13"",""69.0"",""988.71"","""","""","""","""","""""
"2025-04-28 00:01:00,""0.608"",""68"",""13"",""69.0"",""988.72"","""","""","""","""","""""
"2025-04-28 00:00:00,""0.614"",""68"",""13"",""70.0"",""988.72"","""","""","""","""","""""
"2025-04-27 23:59:00,""0.627"",""67"",""13"",""70.0"",""988.72"","""","""","""","""","""""
"2025-04-27 23:58:00,""0.642"",""67"",""13"",""71.0"",""988.71"","""","""","""","""","""""
"2025-04-27 23:57:00,""0.658"",""67"",""13"",""71.0"",""988.71"",""3.0"",""5.0"",""6.0"","""","""""
"2025-04-27 23:56:00,""0.675"",""66"",""13"",""70.0"",""988.73"",""3.0"",""5.0"",""6.0"","""","""""
"2025-04-27 23:55:00,""0.679"",""66"",""13"",""69.0"",""988.73"","""","""","""","""","""""
"2025-04-27 23:54:00,""0.676"",""66"",""13"",""70.0"",""988.74"","""","""","""","""","""""
"2025-04-27 23:53:00,""0.672"",""67"",""13"",""70.0"",""988.74"","""","""","""","""","""""
"2025-04-27 23:52:00,""0.667"",""67"",""13"",""70.0"",""988.78"","""","""","""","""","""""
"2025-04-27 23:51:00,""0.66"",""67"",""13"",""69.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:50:00,""0.656"",""67"",""13"",""70.0"",""988.79"","""","""","""","""","""""
"2025-04-27 23:49:00,""0.652"",""67"",""13"",""69.0"",""988.78"","""","""","""","""","""""
"2025-04-27 23:48:00,""0.646"",""67"",""13"",""70.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:47:00,""0.638"",""67"",""13"",""70.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:46:00,""0.631"",""67"",""13"",""70.0"",""988.76"","""","""","""","""","""""
"2025-04-27 23:45:00,""0.628"",""67"",""13"",""70.0"",""988.76"","""","""","""","""","""""
"2025-04-27 23:44:00,""0.629"",""67"",""13"",""70.0"",""988.76"","""","""","""","""","""""
"2025-04-27 23:43:00,""0.639"",""67"",""13"",""71.0"",""988.75"","""","""","""","""","""""
"2025-04-27 23:42:00,""0.654"",""67"",""13"",""71.0"",""988.76"","""","""","""","""","""""
"2025-04-27 23:41:00,""0.671"",""67"",""13"",""71.0"",""988.75"","""","""","""","""","""""
"2025-04-27 23:40:00,""0.687"",""66"",""13"",""70.0"",""988.76"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-27 23:39:00,""0.685"",""66"",""13"",""69.0"",""988.76"","""","""","""","""","""""
"2025-04-27 23:38:00,""0.677"",""66"",""13"",""69.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:37:00,""0.669"",""67"",""13"",""69.0"",""988.80"","""","""","""","""","""""
"2025-04-27 23:36:00,""0.659"",""67"",""13"",""69.0"",""988.81"","""","""","""","""","""""
"2025-04-27 23:35:00,""0.651"",""67"",""13"",""69.0"",""988.79"","""","""","""","""","""""
"2025-04-27 23:34:00,""0.646"",""67"",""13"",""70.0"",""988.80"","""","""","""","""","""""
"2025-04-27 23:33:00,""0.646"",""67"",""13"",""70.0"",""988.82"","""","""","""","""","""""
"2025-04-27 23:32:00,""0.655"",""67"",""13"",""70.0"",""988.81"","""","""","""","""","""""
"2025-04-27 23:31:00,""0.67"",""67"",""13"",""71.0"",""988.81"","""","""","""","""","""""
"2025-04-27 23:30:00,""0.687"",""66"",""13"",""72.0"",""988.80"","""","""","""","""","""""
"2025-04-27 23:29:00,""0.704"",""66"",""13"",""71.0"",""988.80"","""","""","""","""","""""
"2025-04-27 23:28:00,""0.72"",""66"",""14"",""68.0"",""988.81"","""","""","""","""","""""
"2025-04-27 23:27:00,""0.739"",""65"",""14"",""68.0"",""988.81"","""","""","""","""","""""
"2025-04-27 23:26:00,""0.758"",""65"",""14"",""67.0"",""988.83"","""","""","""","""","""""
"2025-04-27 23:25:00,""0.78"",""65"",""13"",""71.0"",""988.84"","""","""","""","""","""""
"2025-04-27 23:24:00,""0.803"",""64"",""13"",""71.0"",""988.84"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-27 23:23:00,""0.812"",""64"",""13"",""70.0"",""988.83"",""1.0"",""6.0"",""13.0"","""","""""
"2025-04-27 23:22:00,""0.813"",""64"",""13"",""67.0"",""988.82"","""","""","""","""","""""
"2025-04-27 23:21:00,""0.811"",""64"",""14"",""66.0"",""988.81"","""","""","""","""","""""
"2025-04-27 23:20:00,""0.808"",""64"",""14"",""66.0"",""988.79"","""","""","""","""","""""
"2025-04-27 23:19:00,""0.805"",""64"",""14"",""66.0"",""988.79"","""","""","""","""","""""
"2025-04-27 23:18:00,""0.804"",""64"",""14"",""66.0"",""988.80"","""","""","""","""","""""
"2025-04-27 23:17:00,""0.808"",""64"",""14"",""66.0"",""988.80"","""","""","""","""","""""
"2025-04-27 23:16:00,""0.813"",""64"",""14"",""67.0"",""988.79"","""","""","""","""","""""
"2025-04-27 23:15:00,""0.821"",""64"",""14"",""67.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:14:00,""0.828"",""64"",""14"",""67.0"",""988.78"","""","""","""","""","""""
"2025-04-27 23:13:00,""0.831"",""64"",""14"",""67.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:12:00,""0.835"",""64"",""14"",""67.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:11:00,""0.842"",""64"",""14"",""67.0"",""988.76"","""","""","""","""","""""
"2025-04-27 23:10:00,""0.858"",""63"",""14"",""67.0"",""988.77"","""","""","""","""","""""
"2025-04-27 23:09:00,""0.882"",""63"",""14"",""67.0"",""988.76"","""","""","""","""","""""
"2025-04-27 23:08:00,""0.906"",""62"",""14"",""67.0"",""988.73"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-27 23:07:00,""0.908"",""62"",""14"",""66.0"",""988.73"",""1.0"",""3.0"",""6.0"","""","""""
"2025-04-27 23:06:00,""0.896"",""63"",""14"",""66.0"",""988.70"","""","""","""","""","""""
"2025-04-27 23:05:00,""0.885"",""63"",""14"",""66.0"",""988.71"","""","""","""","""","""""
"2025-04-27 23:04:00,""0.873"",""63"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 23:03:00,""0.861"",""63"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 23:02:00,""0.849"",""63"",""14"",""66.0"",""988.70"","""","""","""","""","""""
"2025-04-27 23:01:00,""0.837"",""64"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 23:00:00,""0.828"",""64"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:59:00,""0.823"",""64"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:58:00,""0.819"",""64"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:57:00,""0.819"",""64"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:56:00,""0.822"",""64"",""14"",""67.0"",""988.70"","""","""","""","""","""""
"2025-04-27 22:55:00,""0.831"",""64"",""14"",""67.0"",""988.71"","""","""","""","""","""""
"2025-04-27 22:54:00,""0.85"",""63"",""14"",""67.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:53:00,""0.876"",""63"",""14"",""68.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:52:00,""0.903"",""63"",""14"",""68.0"",""988.69"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-27 22:51:00,""0.917"",""62"",""14"",""66.0"",""988.69"",""2.0"",""4.0"",""7.0"","""","""""
"2025-04-27 22:50:00,""0.922"",""62"",""14"",""66.0"",""988.67"","""","""","""","""","""""
"2025-04-27 22:49:00,""0.927"",""62"",""14"",""66.0"",""988.68"","""","""","""","""","""""
"2025-04-27 22:48:00,""0.933"",""62"",""14"",""67.0"",""988.68"","""","""","""","""","""""
"2025-04-27 22:47:00,""0.939"",""62"",""14"",""67.0"",""988.70"","""","""","""","""","""""
"2025-04-27 22:46:00,""0.933"",""62"",""14"",""66.0"",""988.72"","""","""","""","""","""""
"2025-04-27 22:45:00,""0.928"",""62"",""14"",""66.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:44:00,""0.924"",""62"",""14"",""65.0"",""988.70"","""","""","""","""","""""
"2025-04-27 22:43:00,""0.921"",""62"",""15"",""63.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:42:00,""0.918"",""62"",""15"",""63.0"",""988.69"","""","""","""","""","""""
"2025-04-27 22:41:00,""0.916"",""62"",""15"",""63.0"",""988.68"","""","""","""","""","""""
"2025-04-27 22:40:00,""0.918"",""62"",""15"",""64.0"",""988.66"","""","""","""","""","""""
"2025-04-27 22:39:00,""0.926"",""62"",""15"",""64.0"",""988.67"","""","""","""","""","""""
"2025-04-27 22:38:00,""0.939"",""62"",""15"",""64.0"",""988.66"","""","""","""","""","""""
"2025-04-27 22:37:00,""0.961"",""62"",""14"",""65.0"",""988.66"","""","""","""","""","""""
"2025-04-27 22:36:00,""0.989"",""61"",""14"",""68.0"",""988.63"",""3.0"",""5.0"",""6.0"","""","""""
"2025-04-27 22:35:00,""0.999"",""61"",""14"",""63.0"",""988.61"",""1.0"",""4.0"",""7.0"","""","""""
"2025-04-27 22:34:00,""0.991"",""61"",""15"",""63.0"",""988.59"","""","""","""","""","""""
"2025-04-27 22:33:00,""0.981"",""61"",""15"",""63.0"",""988.59"","""","""","""","""","""""
"2025-04-27 22:32:00,""0.971"",""61"",""15"",""63.0"",""988.59"","""","""","""","""","""""
"2025-04-27 22:31:00,""0.962"",""61"",""15"",""63.0"",""988.57"","""","""","""","""","""""
"2025-04-27 22:30:00,""0.953"",""62"",""15"",""63.0"",""988.58"","""","""","""","""","""""
"2025-04-27 22:29:00,""0.945"",""62"",""15"",""63.0"",""988.57"","""","""","""","""","""""
"2025-04-27 22:28:00,""0.938"",""62"",""15"",""63.0"",""988.58"","""","""","""","""","""""
"2025-04-27 22:27:00,""0.932"",""62"",""15"",""63.0"",""988.57"","""","""","""","""","""""
"2025-04-27 22:26:00,""0.931"",""62"",""15"",""64.0"",""988.57"","""","""","""","""","""""
"2025-04-27 22:25:00,""0.932"",""62"",""15"",""63.0"",""988.58"","""","""","""","""","""""
"2025-04-27 22:24:00,""0.935"",""62"",""15"",""64.0"",""988.56"","""","""","""","""","""""
"2025-04-27 22:23:00,""0.942"",""62"",""15"",""64.0"",""988.56"","""","""","""","""","""""
"2025-04-27 22:22:00,""0.96"",""62"",""15"",""64.0"",""988.57"","""","""","""","""","""""
"2025-04-27 22:21:00,""0.987"",""61"",""15"",""65.0"",""988.58"","""","""","""","""","""""
"2025-04-27 22:20:00,""1.014"",""61"",""15"",""64.0"",""988.56"",""3.0"",""4.0"",""5.0"","""","""""
"2025-04-27 22:19:00,""1.024"",""60"",""15"",""63.0"",""988.56"",""3.0"",""5.0"",""7.0"","""","""""
"2025-04-27 22:18:00,""1.016"",""61"",""15"",""62.0"",""988.57"","""","""","""","""","""""
"2025-04-27 22:17:00,""1.01"",""61"",""15"",""63.0"",""988.55"","""","""","""","""","""""
"2025-04-27 22:16:00,""1.004"",""61"",""15"",""63.0"",""988.54"","""","""","""","""","""""
"2025-04-27 22:15:00,""0.997"",""61"",""15"",""63.0"",""988.53"","""","""","""","""","""""
"2025-04-27 22:14:00,""0.986"",""61"",""15"",""63.0"",""988.52"","""","""","""","""","""""
"2025-04-27 22:13:00,""0.976"",""61"",""15"",""63.0"",""988.51"","""","""","""","""","""""
"2025-04-27 22:12:00,""0.969"",""61"",""15"",""63.0"",""988.51"","""","""","""","""","""""
"2025-04-27 22:11:00,""0.965"",""61"",""15"",""63.0"",""988.49"","""","""","""","""","""""
"2025-04-27 22:10:00,""0.965"",""61"",""15"",""64.0"",""988.50"","""","""","""","""","""""
"2025-04-27 22:09:00,""0.966"",""61"",""15"",""63.0"",""988.50"","""","""","""","""","""""
"2025-04-27 22:08:00,""0.972"",""61"",""15"",""61.0"",""988.47"","""","""","""","""","""""
"2025-04-27 22:07:00,""0.979"",""61"",""16"",""60.0"",""988.47"","""","""","""","""","""""
"2025-04-27 22:06:00,""0.99"",""61"",""16"",""61.0"",""988.45"","""","""","""","""","""""
"2025-04-27 22:05:00,""1.012"",""61"",""15"",""63.0"",""988.43"","""","""","""","""","""""
"2025-04-27 22:04:00,""1.041"",""60"",""15"",""65.0"",""988.42"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-27 22:03:00,""1.056"",""60"",""15"",""61.0"",""988.40"",""2.0"",""4.0"",""6.0"","""","""""
"2025-04-27 22:02:00,""1.051"",""60"",""16"",""60.0"",""988.40"","""","""","""","""","""""
"2025-04-27 22:01:00,""1.044"",""60"",""16"",""60.0"",""988.40"","""","""","""","""","""""
"2025-04-27 22:00:00,""1.037"",""60"",""16"",""60.0"",""988.39"","""","""","""","""","""""
"2025-04-27 21:59:00,""1.031"",""60"",""16"",""60.0"",""988.41"","""","""","""","""","""""
"2025-04-27 21:58:00,""1.027"",""60"",""16"",""60.0"",""988.38"","""","""","""","""","""""
"2025-04-27 21:57:00,""1.022"",""60"",""16"",""60.0"",""988.36"","""","""","""","""","""""
"2025-04-27 21:56:00,""1.017"",""61"",""16"",""60.0"",""988.35"","""","""","""","""","""""
"2025-04-27 21:55:00,""1.013"",""61"",""16"",""61.0"",""988.35"","""","""","""","""","""""
"2025-04-27 21:54:00,""1.009"",""61"",""16"",""61.0"",""988.36"","""","""","""","""","""""
"2025-04-27 21:53:00,""1.009"",""61"",""16"",""61.0"",""988.34"","""","""","""","""","""""
"2025-04-27 21:52:00,""1.012"",""61"",""16"",""61.0"",""988.35"","""","""","""","""","""""
"2025-04-27 21:51:00,""1.022"",""60"",""16"",""61.0"",""988.35"","""","""","""","""","""""
"2025-04-27 21:50:00,""1.038"",""60"",""16"",""62.0"",""988.34"","""","""","""","""","""""
"2025-04-27 21:49:00,""1.058"",""60"",""16"",""62.0"",""988.35"","""","""","""","""","""""
"2025-04-27 21:48:00,""1.085"",""59"",""16"",""62.0"",""988.33"",""2.0"",""3.0"",""4.0"","""","""""
"2025-04-27 21:47:00,""1.102"",""59"",""16"",""61.0"",""988.35"",""1.0"",""3.0"",""5.0"","""","""""
"2025-04-27 21:46:00,""1.097"",""59"",""16"",""61.0"",""988.32"","""","""","""","""","""""
"2025-04-27 21:45:00,""1.095"",""59"",""16"",""61.0"",""988.32"","""","""","""","""","""""
"2025-04-27 21:44:00,""1.096"",""59"",""16"",""61.0"",""988.32"","""","""","""","""","""""
"2025-04-27 21:43:00,""1.093"",""59"",""16"",""61.0"",""988.31"","""","""","""","""","""""
"2025-04-27 21:42:00,""1.088"",""59"",""16"",""61.0"",""988.29"","""","""","""","""","""""
"2025-04-27 21:41:00,""1.083"",""59"",""16"",""60.0"",""988.30"","""","""","""","""","""""
"2025-04-27 21:40:00,""1.078"",""59"",""17"",""58.0"",""988.27"","""","""","""","""","""""
"2025-04-27 21:39:00,""1.071"",""60"",""17"",""58.0"",""988.27"","""","""","""","""","""""
"2025-04-27 21:38:00,""1.065"",""60"",""17"",""58.0"",""988.27"","""","""","""","""","""""
"2025-04-27 21:37:00,""1.063"",""60"",""17"",""58.0"",""988.25"","""","""","""","""","""""
"2025-04-27 21:36:00,""1.064"",""60"",""17"",""58.0"",""988.25"","""","""","""","""","""""
"2025-04-27 21:35:00,""1.068"",""60"",""17"",""58.0"",""988.26"","""","""","""","""","""""
"2025-04-27 21:34:00,""1.078"",""59"",""17"",""58.0"",""988.24"","""","""","""","""","""""
"2025-04-27 21:33:00,""1.098"",""59"",""17"",""58.0"",""988.24"","""","""","""","""","""""
"2025-04-27 21:32:00,""1.127"",""59"",""16"",""61.0"",""988.23"",""2.0"",""3.0"",""4.0"","""","""""
"2025-04-27 21:31:00,""1.146"",""58"",""17"",""58.0"",""988.22"",""2.0"",""4.0"",""7.0"","""","""""
"2025-04-27 21:30:00,""1.143"",""58"",""17"",""57.0"",""988.21"","""","""","""","""","""""
"2025-04-27 21:29:00,""1.137"",""58"",""17"",""57.0"",""988.19"","""","""","""","""","""""
"2025-04-27 21:28:00,""1.129"",""59"",""17"",""57.0"",""988.17"","""","""","""","""","""""
"2025-04-27 21:27:00,""1.122"",""59"",""17"",""57.0"",""988.17"","""","""","""","""","""""
"2025-04-27 21:26:00,""1.115"",""59"",""17"",""57.0"",""988.15"","""","""","""","""","""""
"2025-04-27 21:25:00,""1.108"",""59"",""17"",""57.0"",""988.17"","""","""","""","""","""""
"2025-04-27 21:24:00,""1.104"",""59"",""17"",""57.0"",""988.16"","""","""","""","""","""""
"2025-04-27 21:23:00,""1.101"",""59"",""17"",""58.0"",""988.13"","""","""","""","""","""""
"2025-04-27 21:22:00,""1.098"",""59"",""17"",""58.0"",""988.12"","""","""","""","""","""""
"2025-04-27 21:21:00,""1.093"",""59"",""17"",""58.0"",""988.13"","""","""","""","""","""""
"2025-04-27 21:20:00,""1.09"",""59"",""17"",""58.0"",""988.14"","""","""","""","""","""""
"2025-04-27 21:19:00,""1.089"",""59"",""17"",""58.0"",""988.14"","""","""","""","""","""""
"2025-04-27 21:18:00,""1.092"",""59"",""17"",""58.0"",""988.14"","""","""","""","""","""""
"2025-04-27 21:17:00,""1.105"",""59"",""17"",""58.0"",""988.15"","""","""","""","""","""""
"2025-04-27 21:16:00,""1.13"",""59"",""17"",""59.0"",""988.15"",""2.0"",""4.0"",""5.0"","""","""""
"2025-04-27 21:15:00,""1.146"",""58"",""17"",""57.0"",""988.16"",""1.0"",""4.0"",""6.0"","""","""""
"2025-04-27 21:14:00,""1.136"",""58"",""17"",""57.0"",""988.13"","""","""","""","""","""""
"2025-04-27 21:13:00,""1.125"",""59"",""17"",""57.0"",""988.13"","""","""","""","""","""""
"2025-04-27 21:12:00,""1.115"",""59"",""17"",""57.0"",""988.12"","""","""","""","""","""""
